|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
1456|show|me|Lowe|'s|please|thx|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1457|Can|you|show|me|all|my|newer|micro|center|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1458|Can|you|show|me|all|my|latest|Just|Park|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1459|Can|you|show|me|my|former|Five|Guys|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1460|Can|you|show|me|all|my|Bealls|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1461|Can|you|show|me|all|my|end|airport|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1462|I|want|to|see|just|from|Lowe|'s|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1463|I|have|to|see|just|from|7|eleven|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1464|I|should|see|just|from|Ikea|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1465|need|help|,|wanting|to|view|all|from|Wish|want|learn|more|thank|you|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1466|if|you|can|,|wanting|to|view|all|from|gasoline|involves|what|for|me|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1467|more|information|on|wanting|to|view|all|from|watches|ok|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1468|I|'d|like|to|see|just|from|House|Of|Fraser|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1469|I|must|see|just|from|gas|station|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1470|Could|you|show|me|all|my|newest|Whole|Foods|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1471|Could|you|show|me|all|my|last|Whole|Foods|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1472|Could|you|show|me|all|my|former|Whole|Foods|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1473|Could|you|show|me|my|latest|Whole|Foods|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1474|Could|you|show|me|all|my|final|Whole|Foods|transactions|next|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1475|show|me|from|Taco|Bell|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1476|show|me|from|Great|Western|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1477|show|me|from|flowers|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1478|show|me|from|JFK|airport|thank|u|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1479|how|about|wanting|to|view|all|from|The|Economist|works|for|me|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1480|hi|more|info|requested|on|wanting|to|view|all|from|IHOP|also|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1481|wanting|to|view|all|from|P|&|G|is|about|what|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1482|Could|you|show|me|all|my|GAP|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1483|Could|you|show|me|all|my|Trader|Joes|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1484|Could|you|show|me|all|my|final|restauraunts|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1485|Could|you|show|me|all|my|newest|Walgreen|'s|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1486|Could|you|show|me|all|my|latest|deliveries|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1487|show|me|from|video|games|please|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1488|show|me|from|walmart|please|thanks|a|lot|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1489|show|me|from|store|please|thank|u|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1490|show|me|from|Five|Guys|please|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1491|have|issue|help|me|with|more|info|on|wanting|to|view|all|from|118|118|Money|etc|thank|you|0.0|0.0|0.0|0.0|0.0|0.0
1492|have|question|,|please|elaborate|more|on|wanting|to|view|all|from|watches|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1493|have|issue|wanting|to|view|all|from|entertainment|,|what|do|I|need|know|with|this|if|possible|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1494|let|me|know|more|about|wanting|to|view|all|from|airports|if|possible|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1495|how|about|right|now|wanting|to|view|all|from|restaurants|is|happening|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1496|Would|you|show|me|all|my|University|of|Bristol|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1497|Would|you|show|me|all|my|subscription|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1498|Would|you|show|me|all|my|bills|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1499|Will|you|show|me|all|my|apple|store|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1500|Will|you|show|me|all|my|coffee|shops|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1501|Start|over|and|show|me|the|results|for|Target|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1502|Let|me|view|the|list|for|Abercrombie|and|Fitch|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1503|Close|this|list|and|open|up|the|for|Go|Outdoors|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1504|Can|you|change|the|transactions|list|to|Kohl|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1505|Now|,|let|me|check|the|transactions|from|Michael|'s|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1506|show|me|only|micro|center|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1507|show|me|only|Goodwill|plz|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1508|show|me|only|Golden|Corral|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1509|show|me|only|Mc|Donalds|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1510|show|me|only|appliances|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1511|Can|you|show|me|my|Goodwill|transactions|next|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1512|Can|you|show|me|my|gorceries|transactions|next|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1513|Can|you|show|me|my|Smashburger|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1514|Can|you|show|me|my|Kroger|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1515|Can|you|show|me|my|The|Range|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1516|what|is|the|wanting|to|view|all|from|convenience|stores|thank|you|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1517|hello|.|wanting|to|view|all|from|Great|Western|functions|in|what|way|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1518|hello|.|let|me|know|more|on|wanting|to|view|all|from|electricals|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1519|need|wanting|to|view|all|from|Arbys|,|would|prefer|more|info|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1520|have|question|,|as|far|wanting|to|view|all|from|PayPal|is|concerned|there|more|information|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1521|I|should|see|just|from|dinning|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1522|I|will|see|just|from|Michael|'s|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1523|show|me|from|HOSPITAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1524|show|me|the|ones|from|ralphs|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1525|show|me|the|ones|from|Netflix|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1526|show|me|the|ones|from|macy|thank|u|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1527|show|me|the|ones|from|Sam|'s|Club|thx|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1528|need|help|,|more|info|requested|on|wanting|to|view|all|from|Gamestop|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1529|thinking|of|wanting|to|view|all|from|auto|is|done|how|too|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1530|how|about|questioning|and|wanting|to|view|all|from|TJMaxx|currently|need|help|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1531|hello|.|wanting|to|view|all|from|Trader|Joe|'s|is|done|how|here|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1532|Would|you|show|me|my|Carter|'s|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1533|Could|you|show|me|my|eating|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1534|Could|you|show|me|my|krispy|kreme|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1535|Could|you|show|me|my|appliances|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1536|Can|you|show|me|my|First|Bus|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1537|show|me|the|ones|from|department|stores|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1538|show|me|the|ones|from|Nordstrom|'s|plz|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1539|more|information|on|wanting|to|view|all|from|Goodwill|also|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1540|have|issue|currently|on|now|wanting|to|view|all|from|HOSPITAL|for|this|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1541|need|help|me|with|more|info|on|wanting|to|view|all|from|restauraunts|etc|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1542|Can|you|show|me|all|my|Adidas|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1543|Can|you|show|me|all|my|Sprouts|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1544|Can|you|show|me|all|my|cleaning|supplies|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1545|Can|you|show|me|my|University|of|Nottingham|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1546|Can|you|show|me|all|my|mall|transactions|next|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1547|show|me|from|Aldi|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1548|show|me|from|Lowes|please|thank|u|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1549|show|me|from|computer|parts|please|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1550|show|me|from|Macys|please|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1551|show|me|from|apple|store|please|thanks|a|lot|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1552|I|got|to|see|just|from|Publix|instead|now|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1553|Show|me|the|transactions|from|puma|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1554|I|only|want|to|see|the|transaction|from|food|and|drink|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1555|I|'ve|been|going|to|auto|a|lot|recently|,|bring|me|those|transactions|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1556|I|want|to|see|just|the|transactions|from|mall|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1557|wanting|to|view|all|from|ponderosa|tell|me|more|on|this|aspect|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1558|how|about|browsing|for|an|answer|wanting|to|view|all|from|AMC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1559|have|question|,|wanting|to|view|all|from|Comcast|concerns|what|else|need|help|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1560|interested|in|and|wanting|to|view|all|from|Next|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1561|tell|me|all|about|wanting|to|view|from|First|Utility|for|this|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1562|show|me|from|Flash|Foods|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1563|show|me|from|meals|please|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1564|show|me|from|Ticket|Master|please|thank|u|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1565|show|me|from|Walgreen|'s|please|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1566|show|me|from|Lululemon|please|thank|u|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1567|Will|you|show|me|all|my|JC|Penney|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1568|Will|you|show|me|all|my|Gymboree|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1569|Will|you|show|me|all|my|taco|bell|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1570|Will|you|show|me|all|my|McDonald|'s|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1571|Will|you|show|me|all|my|118|118|Money|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1572|explain|wanting|to|view|all|from|Krogers|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1573|have|issue|currently|on|now|wanting|to|view|all|from|pizza|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1574|more|information|on|wanting|to|view|all|from|Credit|Card|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1575|hi|there|,|explain|how|the|wanting|to|view|all|from|reebok|is|done|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1576|Will|you|show|me|all|my|newer|Costco|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1577|Will|you|show|me|all|my|latest|Wales|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1578|Will|you|show|me|all|my|newest|maid|services|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1579|Will|you|show|me|all|my|newer|Tops|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1580|Will|you|show|me|my|end|Miller|and|Carter|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1581|let|me|see|just|from|ebay|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1582|I|wish|to|see|just|from|Dunkin|Donuts|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1583|show|me|from|watches|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1584|show|me|from|Wallmart|please|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1585|show|me|from|walmart|please|thanks|so|much|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1586|show|me|from|mcdonald|'s|please|thanks|a|lot|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1587|show|me|from|Wish|please|thank|you|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1588|hello|.|wanting|to|view|all|from|mall|give|me|more|on|this|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1589|hi|there|,|wanting|to|view|all|from|Giant|involves|what|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1590|writing|because|wanting|to|view|all|from|TJMaxx|is|concerned|,|there|more|information|for|this|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1591|please|elaborate|more|on|wanting|to|view|all|from|First|Utility|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1592|I|must|see|just|from|theaters|instead|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1593|I|must|see|just|from|My|Hermes|instead|now|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1594|Could|you|show|me|all|my|newer|Macy|'s|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1595|Could|you|show|me|all|my|recent|Go|Daddy|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1596|Could|you|show|me|all|my|former|IHOP|transactions|next|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1597|Could|you|show|me|my|final|paypal|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1598|hello|,|can|you|inform|me|more|on|wanting|to|view|all|from|clothes|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1599|wanting|to|view|all|from|ATM|,|what|do|I|need|know|with|this|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1600|hello|.|wanting|to|view|all|from|Gymboree|is|what|I|am|currently|looking|for|need|help|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1601|need|your|help|on|wanting|to|view|all|from|home|repairs|thanks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1602|show|me|from|walmart|please|thx|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1603|Can|you|show|me|all|my|newest|Moneygram|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1604|Can|you|show|me|all|my|former|bank|transactions|instead|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1605|Can|you|show|me|all|my|recent|Wallmart|transactions|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1606|Can|you|show|me|all|my|recent|colthes|transactions|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1607|Can|you|show|me|my|former|Starbucks|transactions|instead|,|please|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1608|need|help|,|wanting|to|view|all|from|gardening|is|something|I|would|like|more|explanation|on|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1609|browsing|for|an|answer|wanting|to|view|all|from|starubucks|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1610|thinking|of|tell|me|more|on|wanting|to|view|all|from|Electronic|Arts|now|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1611|hello|.|explain|how|the|wanting|to|view|all|from|Starbucks|is|done|thank|you|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1612|show|me|from|Adidas|please|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1613|show|me|from|auto|plz|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
